author,created,field,fieldtype,from,fromString,key,project,to,toString
mariano.gonzalez,2016-05-05 17:37:27.798,resolution,jira,,,MULE-9643,mule,1,Fixed
mariano.gonzalez,2016-05-03 15:05:26.166,assignee,jira,,,MULE-9642,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2016-05-03 15:05:44.692,assignee,jira,mariano.gonzalez,Mariano Gonzalez,MULE-9642,mule,pablo.musumeci,Pablo Musumeci
mariano.gonzalez,2016-05-03 15:05:53.608,priority,jira,6,To be reviewed,MULE-9642,mule,2,Critical
mariano.gonzalez,2016-05-03 15:06:19.853,Sprint,custom,,,MULE-9642,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-03 15:06:39.833,status,jira,1,Open,MULE-9642,mule,3,In Progress
mariano.gonzalez,2016-05-05 19:30:47.483,Fix Version,jira,,,MULE-9642,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-05 19:30:47.483,Story Points,custom,,,MULE-9642,mule,,3
mariano.gonzalez,2016-05-05 19:30:58.062,status,jira,3,In Progress,MULE-9642,mule,6,Closed
mariano.gonzalez,2016-05-05 19:30:58.062,resolution,jira,,,MULE-9642,mule,1,Fixed
afelisatti,2016-04-29 17:48:21.745,description,jira,,"I have a parameter declared as 
{code:java}
    @Parameter
    @Optional(defaultValue = ""AUTO"")
    private Function<MuleEvent, HttpStreamingType> requestStreamingMode;
{code}
where HttpStreamingType is an Enum (AUTO, ALWAYS, NEVER).
When I try to apply the function, however, I get:
Caused by: org.mule.runtime.core.api.transformer.TransformerException: Could not find a transformer to transform ""SimpleDataType{type=java.lang.String, mimeType='*/*', encoding='null'}"" to ""SimpleDataType{type=org.mule.extension.http.api.HttpStreamingType, mimeType='*/*', encoding='null'}"".
	at org.mule.runtime.core.registry.MuleRegistryHelper.lookupTransformer(MuleRegistryHelper.java:166)",MULE-9639,mule,,"I have a parameter declared as 
{code:java}
    @Parameter
    @Optional(defaultValue = ""AUTO"")
    private Function<MuleEvent, HttpStreamingType> requestStreamingMode;
{code}
where HttpStreamingType is an Enum (AUTO, ALWAYS, NEVER).
When I try to apply the function, however, I get:
{code}
Caused by: org.mule.runtime.core.api.transformer.TransformerException: Could not find a transformer to transform ""SimpleDataType{type=java.lang.String, mimeType='*/*', encoding='null'}"" to ""SimpleDataType{type=org.mule.extension.http.api.HttpStreamingType, mimeType='*/*', encoding='null'}"".
	at org.mule.runtime.core.registry.MuleRegistryHelper.lookupTransformer(MuleRegistryHelper.java:166)
{code}"
mariano.gonzalez,2016-04-29 23:47:55.902,assignee,jira,,,MULE-9639,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2016-04-29 23:48:03.366,priority,jira,6,To be reviewed,MULE-9639,mule,2,Critical
mariano.gonzalez,2016-04-29 23:48:21.784,Sprint,custom,,,MULE-9639,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-04-30 03:52:33.932,status,jira,1,Open,MULE-9639,mule,3,In Progress
mariano.gonzalez,2016-04-30 03:52:46.765,Story Points,custom,,,MULE-9639,mule,,3
mariano.gonzalez,2016-05-01 15:34:41.713,status,jira,3,In Progress,MULE-9639,mule,6,Closed
mariano.gonzalez,2016-05-01 15:34:41.713,Fix Version,jira,,,MULE-9639,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-01 15:34:41.713,resolution,jira,,,MULE-9639,mule,1,Fixed
rodrigo.merino,2016-04-28 16:14:16.671,Rank,custom,,,MULE-9635,mule,,Ranked higher
matias.baldini,2016-04-28 16:46:34.461,Story Points,custom,,,MULE-9635,mule,,2
rodrigo.merino,2016-04-28 17:14:41.755,priority,jira,6,To be reviewed,MULE-9635,mule,3,Major
rodrigo.merino,2016-04-28 17:15:44.669,status,jira,1,Open,MULE-9635,mule,3,In Progress
rodrigo.merino,2016-04-29 12:28:59.851,status,jira,3,In Progress,MULE-9635,mule,6,Closed
rodrigo.merino,2016-04-29 12:28:59.851,Fix Version,jira,,,MULE-9635,mule,16353,3.8.0
rodrigo.merino,2016-04-29 12:28:59.851,Fix Version,jira,,,MULE-9635,mule,16615,3.9.0
rodrigo.merino,2016-04-29 12:28:59.851,resolution,jira,,,MULE-9635,mule,6,Completed
alejandro.garcia,2016-04-28 14:33:27.775,Rank,custom,,,MULE-9621,mule,,Ranked higher
alejandro.garcia,2016-04-28 14:33:37.829,status,jira,1,Open,MULE-9621,mule,10000,Pending 3rd-Party
mariano.gonzalez,2016-05-04 15:04:20.903,priority,jira,6,To be reviewed,MULE-9621,mule,3,Major
mariano.gonzalez,2016-05-04 15:04:27.266,Fix Version,jira,,,MULE-9621,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-04 15:04:36.611,Story Points,custom,,,MULE-9621,mule,,8
mariano.gonzalez,2016-05-04 15:04:42.436,status,jira,10000,Pending 3rd-Party,MULE-9621,mule,1,To Do
mariano.gonzalez,2016-05-04 15:04:51.519,status,jira,1,To Do,MULE-9621,mule,6,Closed
mariano.gonzalez,2016-05-04 15:04:51.519,resolution,jira,,,MULE-9621,mule,1,Fixed
luciano.gandini,2016-04-28 12:50:17.129,Link,jira,,,MULE-9620,mule,SE-3664,This issue is a piece of SE-3664
rodrigo.merino,2016-04-28 15:02:16.672,summary,jira,,Updated log4j version to 2.5 for versions previous 3.8.,MULE-9620,mule,,Updated log4j version to 2.3 for versions previous 3.8.
rodrigo.merino,2016-04-28 15:16:48.809,Story Points,custom,,,MULE-9620,mule,,2
rodrigo.merino,2016-04-28 15:16:48.809,priority,jira,6,To be reviewed,MULE-9620,mule,3,Major
matias.baldini,2016-04-28 15:19:48.299,Sprint,custom,,,MULE-9620,mule,1269,Mule Olympus 2
matias.baldini,2016-04-28 15:19:48.691,Rank,custom,,,MULE-9620,mule,,Ranked lower
rodrigo.merino,2016-04-28 17:12:08.684,status,jira,1,Open,MULE-9620,mule,6,Closed
rodrigo.merino,2016-04-28 17:12:08.684,Fix Version,jira,,,MULE-9620,mule,16295,3.7.4 (EE Only)
rodrigo.merino,2016-04-28 17:12:08.684,Fix Version,jira,,,MULE-9620,mule,16376,3.6.5 (EE Only)
rodrigo.merino,2016-04-28 17:12:08.684,resolution,jira,,,MULE-9620,mule,6,Completed
mariano.gonzalez,2016-04-27 22:42:39.766,Project,jira,11500,Support Escalations,MULE-9619,mule,10000,Mule
mariano.gonzalez,2016-04-27 22:42:39.766,Key,jira,,SE-3671,MULE-9619,mule,,MULE-9619
mariano.gonzalez,2016-04-27 22:42:39.766,Workflow,jira,241600,Support Escalations v1.2,MULE-9619,mule,241601,Main Mule Workflow v1.0
mariano.gonzalez,2016-04-27 22:42:39.766,SFDC Case URL,custom,,https://na29.salesforce.com/5003400000o1nR6,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,security,jira,10211,Mulesoft,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,Customer Value Points,custom,,30,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,,,MULE-9619,mule,16166,3.7.3 (EE Only)
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,,,MULE-9619,mule,16105,3.7.2 (EE Only)
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,,,MULE-9619,mule,15916,3.7.1 (EE Only)
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,,,MULE-9619,mule,15286,3.7.0
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,15918,ESB 3.7.1,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,Version,jira,16104,API Gateway 2.0.3,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,SFDC Customer Impact,custom,10282,High,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,SFDC Case Severity,custom,10261,S2,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,User impact,custom,,,MULE-9619,mule,10327,Very High
mariano.gonzalez,2016-04-27 22:42:39.766,Component,jira,,,MULE-9619,mule,14342,Extensions API
mariano.gonzalez,2016-04-27 22:42:39.766,Component,jira,12540,Mule ESB,MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:39.766,Product-Component,custom,,Parent values: Mule ESB(10845)Level 1 values: Modules: (other)(11022),MULE-9619,mule,,
mariano.gonzalez,2016-04-27 22:42:45.444,priority,jira,6,To be reviewed,MULE-9619,mule,2,Critical
mariano.gonzalez,2016-04-27 22:43:35.337,Sprint,custom,,,MULE-9619,mule,1241,Mule Olympus 1
mariano.gonzalez,2016-04-27 22:43:35.337,Fix Version,jira,,,MULE-9619,mule,16295,3.7.4 (EE Only)
mariano.gonzalez,2016-04-27 22:43:35.337,Fix Version,jira,,,MULE-9619,mule,16353,3.8.0
mariano.gonzalez,2016-04-27 22:43:35.337,Story Points,custom,,,MULE-9619,mule,,1
mariano.gonzalez,2016-04-27 22:44:48.953,Link,jira,,,MULE-9619,mule,SE-3670,This issue relates to SE-3670
mariano.gonzalez,2016-04-27 22:53:17.511,status,jira,1,Open,MULE-9619,mule,3,In Progress
mariano.gonzalez,2016-04-28 02:13:07.935,status,jira,3,In Progress,MULE-9619,mule,6,Closed
mariano.gonzalez,2016-04-28 02:13:07.935,labels,jira,,,MULE-9619,mule,,mule-esb
mariano.gonzalez,2016-04-28 02:13:07.935,resolution,jira,,,MULE-9619,mule,1,Fixed
mariano.gonzalez,2016-04-27 19:19:14.578,Sprint,custom,1241,Mule Olympus 1,MULE-9618,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-04-27 19:19:14.910,Rank,custom,,,MULE-9618,mule,,Ranked higher
mariano.gonzalez,2016-04-27 19:19:28.063,Story Points,custom,,,MULE-9618,mule,,1
mariano.gonzalez,2016-04-27 19:19:28.063,priority,jira,6,To be reviewed,MULE-9618,mule,2,Critical
mariano.gonzalez,2016-04-27 19:22:57.593,status,jira,1,Open,MULE-9618,mule,6,Closed
mariano.gonzalez,2016-04-27 19:22:57.593,Fix Version,jira,,,MULE-9618,mule,16561,4.0.0-M2
mariano.gonzalez,2016-04-27 19:22:57.593,resolution,jira,,,MULE-9618,mule,1,Fixed
rodrigo.merino,2016-04-27 18:25:46.492,Link,jira,,,MULE-9616,mule,EE-4908,This issue relates to EE-4908
rodrigo.merino,2016-04-28 12:41:54.972,summary,jira,,Reintroduce tranport infrastructure in Mule 4,MULE-9616,mule,,Reintroduce transport infrastructure in Mule 4
rodrigo.merino,2016-04-28 14:43:27.683,Epic Link,custom,,,MULE-9616,mule,94720,EE-4936
rodrigo.merino,2016-04-28 14:43:39.670,Story Points,custom,,,MULE-9616,mule,,0
rodrigo.merino,2016-04-28 14:43:39.670,priority,jira,6,To be reviewed,MULE-9616,mule,3,Major
rodrigo.merino,2016-04-28 14:43:47.368,status,jira,1,Open,MULE-9616,mule,3,In Progress
rodrigo.merino,2016-04-29 20:16:18.886,status,jira,3,In Progress,MULE-9616,mule,6,Closed
rodrigo.merino,2016-04-29 20:16:18.886,Fix Version,jira,,,MULE-9616,mule,16561,4.0.0-M2
rodrigo.merino,2016-04-29 20:16:18.886,resolution,jira,,,MULE-9616,mule,1,Fixed
alejandro.garcia,2016-04-27 13:46:52.610,Rank,custom,,,MULE-9614,mule,,Ranked higher
mariano.gonzalez,2016-04-27 15:34:16.907,priority,jira,6,To be reviewed,MULE-9614,mule,3,Major
mariano.gonzalez,2016-04-27 15:37:18.850,Story Points,custom,,,MULE-9614,mule,,8
juan.desimoni,2016-05-06 19:34:22.893,status,jira,1,To Do,MULE-9614,mule,3,In Progress
alejandro.garcia,2016-04-27 13:34:30.943,Rank,custom,,,MULE-9613,mule,,Ranked higher
mariano.gonzalez,2016-04-27 16:12:06.969,Sprint,custom,,,MULE-9613,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-04-27 16:12:07.359,Rank,custom,,,MULE-9613,mule,,Ranked lower
mariano.gonzalez,2016-04-27 16:12:16.443,Story Points,custom,,,MULE-9613,mule,,8
mariano.gonzalez,2016-04-27 16:12:32.764,summary,jira,,Add support for parameters to have a provider for a dynamic list of possible values,MULE-9613,mule,,Spike on supporting parameters to have a provider for a dynamic list of possible values
mariano.gonzalez,2016-04-27 16:12:50.109,priority,jira,6,To be reviewed,MULE-9613,mule,3,Major
mariano.gonzalez,2016-04-27 16:12:50.109,assignee,jira,,,MULE-9613,mule,esteban.wasinger,Esteban Wasinger
mariano.gonzalez,2016-04-27 16:12:50.109,Version,jira,,,MULE-9613,mule,16167,4.0.0-development
esteban.wasinger,2016-04-29 14:04:40.874,status,jira,1,Open,MULE-9613,mule,3,In Progress
rodrigo.merino,2016-04-21 13:08:52.852,Story Points,custom,,,MULE-9607,mule,,1
rodrigo.merino,2016-04-21 13:08:52.852,priority,jira,6,To be reviewed,MULE-9607,mule,3,Major
rodrigo.merino,2016-04-21 13:17:50.671,status,jira,1,Open,MULE-9607,mule,3,In Progress
rodrigo.merino,2016-04-21 15:34:37.889,status,jira,3,In Progress,MULE-9607,mule,6,Closed
rodrigo.merino,2016-04-21 15:34:37.889,Fix Version,jira,,,MULE-9607,mule,16295,3.7.4 (EE Only)
rodrigo.merino,2016-04-21 15:34:37.889,Fix Version,jira,,,MULE-9607,mule,16302,3.5.5 (EE Only)
